show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4208,TV Show,Brazilian Empire,,"Nara Monteiro, Gláucio Gomes, Oscar Calixto, Gustavo Ottoni, Higor Campagnaro, Maria Esmeralda Forte, Ricardo Soares, Ricco Lima, Marcus Dioli",,,2020,18+,1 Season,Drama,"""Brazilian Empire"" (originally ""Brasil Imperial""), narrated by Gonçalves Ledo, presents the story of Arrebita, a young servat who arrives in Brazil with the Portuguese court in 1808 - the inaugural event of a period of great political and social changes that transformed Rio de Janeiro into the capital of the Portuguese Empire and also created the conditions for Brazil's independence."
s4209,Movie,Blondie Maxwell Never Loses,Julien Ivanowich,"Léonie Langlart, Julien Ivanowich, Bruce Lalande, Vincent Terrier",,,2020,16+,87 min,"Action, Science Fiction",Blondie Maxwell is a future anticipation thriller. It explores the consequences of unreasonable use of technology and artificial intelligence while addressing concepts of the ultra uberisation of society and the privatization of justice.
s4210,Movie,Astitwa,Shyamal Bose,"Soumitra Chatterjee, Supriyo Dutta, Bhaskar Banerjee, Debolina Dutta, Jinia, Ranjan Bhattacharya, Uday Shankar Pal, Shyamal Bose",,,2018,18+,98 min,Drama,"This Bengali Feature Film centers around a socially conscious author reaching the end of his life and creative career. As his last wish, he decides to know the 'truth' of the inmates of the. The film unfolds the struggle for the existence of the deprived by the privileged class. The author gets involved in that class-struggle and continues to champion the causes of the destitute."
s4211,Movie,Andy Murray: Resurfacing (4K UHD),Olivia Cappuccini,Andy Murray,United Kingdom,,2019,16+,109 min,Documentary,"A documentary film that tracks the tennis star’s devastating injury journey between 2017-2019. From the front lines of surgical theatres, to the intimate corners of his home, we live alongside and witness Andy at his most vulnerable. Considered Britain’s greatest sportsman ever, we see why Andy puts himself through the unimaginable to get back to the sport he loves."
s4212,Movie,15-Minute Full Body Blast 3.0 Workout,,Maggie Binkley,,,2017,ALL,18 min,Fitness,"No equipment needed. Tip: complete Series 1.0 & 2.0 for 4+ weeks each prior to Series 3.0. The 2nd full body workout of your week, designed to work every major muscle efficiently & optimize calorie burn! Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie)."
s4213,Movie,15-Minute Cardio Core 7.0 Workout (with weights),,Maggie Binkley,,,2019,ALL,22 min,Fitness,"This workout will deliver exactly what you're looking for in a cardio + core workout. We will circuit through various exercises, leaving you sweaty and your entire body happy and energized (core included!), yet pushed! Begin after 4+ weeks in Series 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
s4214,Movie,Ye Re Ye Re Paisa 2,Hemant Dhome,"Sanjay Narvekar, Aniket Vishwasrao, Priyadarshan Jadhav, Mrinmayee Godbole, Anand Ingle, Prasad Oak, Mrinal Kulharni",India,,2019,13+,134 min,"Drama, International","The five individuals trying to reach the respective ends in their life personally and professionally, however, fate has other plans for them. They all get into a trouble. It is a tale of mad and fun-filled misunderstandings"
s4215,Movie,Wild Horses,Robert Duvall,"Robert Duvall, James Franco, Josh Hartnett",,,2015,R,104 min,"Drama, Western","A detective opens up a fifteen-year-old missing persons case, and begins to suspect that the missing boy was murdered, and that a local rancher was involved."
s4216,Movie,We Still Say Grace,"Brad Helmink, John Rauschelbach","Bruce Davison, Holly Taylor, Rita Volk",,,2020,18+,94 min,"Horror, Suspense","Maggie (Holly Taylor) has spent her entire life under the fanatical rule of her father Harold (Bruce Davison), a devout zealot. But after three strangers break down near their remote compound, family truths will meet violent ends."
s4217,TV Show,Vanga,,"Elena Yakovleva, Irina Rakhmanova, Natalia Nikolaeva, Daria Otroshko, Kristina Pakkarina, Karina Andolenko, Taisiya Vilkova, Evgeniy Knyazev",,,2013,16+,1 Season,"Drama, Special Interest","It is 1996, Russia. A government delegation heads to Bulgaria to meet the prophet - Vanga. A TV crew joins the delegates hoping to interview the extraordinary woman. Among the group, Vanga singles out an intern, Alisa, who will bear witness to Vanga's heart-rending confession. The story will intertwine with key figures in the history of mankind: Adolph Hitler, Josef Stalin, Yuri Gagarin."
s4218,Movie,Troop Zero,Bert & Bertie,"Viola Davis, Mckenna Grace, Jim Gaffigan, Mike Epps, Charlie Shotwell, Allison Janney",,,2020,PG,97 min,Kids,"In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a national competition offers her a chance at her dream, to be recorded on NASA’s Golden Record, she recruits a makeshift troop of Birdie Scouts, forging friendships that last a lifetime and beyond."
s4219,Movie,Till The Clouds Roll By,Richard Whorf,"June Allyson, Lucille Bremer, Judy Garland, Kathryn Grayson, Van Heflin, Lena Horne, Van Johnson, Tony Martin, Dinah Shore, Frank Sinatra, Robert Walker, Gower Champion, Cyd Charisse, Harry Hayden, Paul Langton, Angela Lansbury, Paul Maxey, Ray McDonald, Mary Nash, Virginia O'Brien, Dorothy Patrick, Caleb Peterson, William 'Bill' Phillips, Joan Wells, Lyn Wilde, Lee Wilde, Johnny Johnston, John Alban, John Albright, Jean Andren, Stanley Andrews, Gloria Joy Arden, Lee Bennett, Margaret Bert, Charles Bradstreet, Linda Brent, Arnaut Brothers, Alma Carroll, Lucille Casey, Ann Codee, Bruce Cowling, James Darrell, Harry Denny, Elspeth Dudgeon, Ralph Dunn, Dick Earle, Ed Elby, Rex Evans, James Finlayson, Bess Flowers, Sally Forrest, William Forrest, Byron Foulger, Mary Jane French, Herschel Graham, James Grey, Charles Griffin, William Halligan, Mary Hatcher, Russell Hicks, Stuart Holmes, Reed Howes, Fred Hueston, Lilyan Irene, Maurice Kelly, Thomas Louden, Charles Madrin, Mickey Malloy, Louis Manley, Matt Mattox, Frank McClure, Beryl McCutcheon, Bob McLean, Leonard Mellen, Tony Merlo, Howa",,,1947,13+,135 min,"Arts, Entertainment, and Culture","Biography of songwriter, broadway pioneer, Jerome Kern. Judy Garland's and Angela Lansbury's songs are among the highlights, including a mini production of ""Show Boat"", plus Lena Horne and a singing and dancing Van Johnson."
s4220,Movie,The Salesman,Asghar Farhadi,,"Iran, France",,2016,PG-13,124 min,Drama,"Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s life."
s4221,Movie,The Moors Murders,Clive Entwistle,"Myra Hindley, Ian Brady, Nick Finnis",,,2009,13+,67 min,"Documentary, Suspense","In the mid 1960s, the crimes of Moors Murderers Ian Brady and Myra Hindley became a byword for pure, unspeakable evil. The abduction, torture and murder of the children and young teenagers who were their victims horrified the British public. This film uses archival footage, dramatic reconstruction and interviews with the police officers and families of the victims to tell a story of utter horror."
s4222,Movie,The McMasters,Alf Kjellin,"Burl Ives, Brock Peters, David Carradine, Nancy Kwan, Jack Palance, John Carradine, L.Q. Jones, R.G. Armstrong, Dane Clark, Frank Raiter, Alan Vint, Marion Brash, Neil Davis, Paul Eichenberg, Richard Alden, Lonnie Samuel, Albert Hockmeister, Reverend David Strong, Dumas Slade, Joan Harold, William Kiernan, Jos? Naranjo, Leo Dillenschneider, Richard Martinez, Joseph Duran, Bill Alexander, Frank Nanoia, David Welty",,,1970,,94 min,"Drama, Western",An ex-slave is given half-ownership of a farm following the Civil War. He can't find anyone to work for him until Native Americans help. Bigots try to shut him down.
s4223,Movie,The Lou Gehrig Story,John Hunter,Ed Smith,,,2007,G,59 min,Drama,A biography of the famous Yankee slugger.
s4224,Movie,The Legion,Jose Magan,"Lee Partridge, Mickey Rourke, Bai Ling, Joaquim De Almeida, Vladimir Kulich, Mark Arron",,,2020,R,96 min,"Action, Adventure, Drama","Mickey Rourke and Bai Ling star in an epic tale of courage in a time of war. When two Roman legions are trapped behind enemy lines, Noreno, a half-Roman soldier, must cross deadly terrain to seek help for his men and turn the tide of the battle."
s4225,Movie,The Final Season,David Mickey Evans,"Sean Astin, Rachel Leigh Cook, Tom Arnold, Powers Boothe, Dayton Callie, Jesse Henecke, Marshall Bell",,,2007,,90 min,Drama,"The true story of a baseball coach who inspired his team and brought hope to a town when they needed it most. In a small town in Iowa, everyone comes together for high school baseball. As life throws curve balls, the passionate young players, their rookie coach and the hometown fans find that life's greatest challenges strike off the diamond."
s4226,Movie,The Fatal Game,Richard Dennison,Mark Whetu,,,1998,13+,51 min,"Action, Drama, International","When mountaineer, Mark Whetu, summited Mt. Everest with climbing partner and friend Mike Reinberger it was late in the day and after a freezing night camping on the summit of the worlds highest mountain, Whetu was faced with a terrible decision...to leave Reinberger or stay with him forever."
s4227,Movie,The Blue Gardenia,Fritz Lang,"Anne Baxter, Richard Conte, Ann Sothern, Raymond Burr, Nat 'King' Cole",,,1953,13+,88 min,"Action, Drama, Suspense","Deeply distraught that her GI ex-boyfriend plans to marry another woman, Norah Larkin (Anne Baxter) agrees to go out on a date with Harry Prebble (Raymond Burr). Norah's drunken night out with Prebble ends in a hazily remembered confrontation and the next day a startling discovery: Harry has been murdered, and the police have found Norah's personal effects at the scene. Directed by Fritz Lang"
s4228,Movie,Tammy Pescatelli: Finding The Funny,Jay Chapman,Tammy Pescatelli,,,2013,18+,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Wife and mother Tammy Pescatelli, winner of Comedy Central's ""Stand-up Showdown,"" lives the same life that you do – except that she makes it seem hilarious in this spirited one-hour comedy special."
s4229,Movie,Sweet Karma,Andrew Thomas Hunt,"Shera Bechard, John Tokatlidis, Frank J. Zupancic",,,2012,R,86 min,"Drama, Suspense","Karma is a shy, mute Russian girl whose sister Anna left with hopes of making some money for the two of them. When Karma discovers that Anna's body has been found in the woods, the apparent victim of a mafia hit, Karma sets off to infiltrate the criminal underworld to avenge her sister. Her journey takes her through the twisted underbelly of society leaving behind death and mayhem in her wake."
s4230,Movie,Supergrid,Dean Lowell,"Leo Farard, Marshall Williams, Natalie Krill",,,2018,18+,80 min,"Action, Science Fiction","In the near apocalyptic future, a young smuggler is forced to convince his older brother to get back on the Grid and help him clear a debt."
s4231,Movie,Stalked By My Doctor: The Return,Doug Campbell,"Eric Roberts, Claire Blackwelder, Hilary Greer",,,2016,13+,88 min,"Drama, Suspense","After Dr. Albert Beck miraculously saves a teenage girl from drowning during Spring break in Mexico, he shows up at her school back home to check on her - and pursue his obsession."
s4232,Movie,Sharknado 2: The Second One,Anthony C. Ferrante,"Ian Ziering, Vivica A. Fox, Mark McGrath, Kari Wuhrer, Tara Reid",United States,,2014,13+,91 min,"Action, Horror","When a Category 7 hurricane pummels New York, the surging flood waters bring thousands of sharks. To make matters worse, tornadoes soon dot the horizon. As Sharknados tear through the city, no vehicle, building, or national monument is safe."
s4233,Movie,Seven Alone,Earl Bellamy,"Dewey Martin, Stewart Petersen, Aldo Ray",,,1974,G,97 min,"Adventure, Western","America's unclaimed and unexplored land drew thousands to the West, including the Sager family. Traveling with a wagon train, across the frontier from Missouri to Oregon, both parents succumbed to the untamed wilderness - the father from an Indian attack, and mother from pneumonia. The seven Sager children courageously continued the journey their parents began, through the wilderness."
